"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","duration"
"QK","JZA","QK8994","JZA8994","8994","YYZ","CYYZ","1","2023-06-06 16:00","LGA","KLGA",87
"LH","DLH","LH6498","DLH6498","6498","YYZ","CYYZ","1","2023-06-06 16:05","YXU","CYXU",42
"UA","UAL","UA8345","UAL8345","8345","YYZ","CYYZ","1","2023-06-06 16:05","YQT","CYQT",127
"UA","UAL","UA6605","UAL6605","6605","YYZ","CYYZ","1","2023-06-06 16:05","STL","KSTL",111
"OS","AUA","OS8350","AUA8350","8350","YYZ","CYYZ","1","2023-06-06 16:10","YOW","CYOW",63
"OS","AUA","OS8277","AUA8277","8277","YYZ","CYYZ","1","2023-06-06 16:10","YHZ","CYHZ",121
"OS","AUA","OS8263","AUA8263","8263","YYZ","CYYZ","1","2023-06-06 16:10","YYC","CYYC",258
"AC","ACA","AC80","ACA80","80","YYZ","CYYZ","1","2023-06-06 16:10","TLV","LLBG",655
"AC","ACA","AC119","ACA119","119","YYZ","CYYZ","1","2023-06-06 16:15","YVR","CYVR",300
"UA","UAL","UA568","UAL568","568","YYZ","CYYZ","1","2023-06-06 16:18","DEN","KDEN",221
"AC","ACA","AC1674","ACA1674","1674","YYZ","CYYZ","1","2023-06-06 16:25","MCO","KMCO",165
"VS","VIR","VS8096","VIR8096","8096","YYZ","CYYZ","3","2023-06-06 16:30","YYC","CYYC",240
"UA","UAL","UA8272","UAL8272","8272","YYZ","CYYZ","1","2023-06-06 16:30","SFO","KSFO",338
"UA","UAL","UA8522","UAL8522","8522","YYZ","CYYZ","1","2023-06-06 16:30","ATL","KATL",130
"AC","ACA","AC8880","ACA8880","8880","YYZ","CYYZ","1","2023-06-06 16:30","EWR","KEWR",90
"SK","SAS","SK3894","SAS3894","3894","YYZ","CYYZ","1","2023-06-06 16:30","YUL","CYUL",76
"UA","UAL","UA8649","UAL8649","8649","YYZ","CYYZ","1","2023-06-06 16:30","DCA","KDCA",91
"AC","ACA","AC7739","ACA7739","7739","YYZ","CYYZ","1","2023-06-06 16:30","YYB","CYYB",57
"WG","SWG","WG682","SWG682","682","YYZ","CYYZ","3","2023-06-06 16:30","VRA","MUVR",205
"AC","ACA","AC173","ACA173","173","YYZ","CYYZ","1","2023-06-06 16:40","YEG","CYEG",255
"AF","AFR","AF7917","AFR7917","7917","YYZ","CYYZ","3","2023-06-06 16:44","JFK","KJFK",105
"WG","SWG","WG410","SWG410","410","YYZ","CYYZ","3","2023-06-06 16:45","POP","MDPP",240
"AC","ACA","AC1033","ACA1033","1033","YYZ","CYYZ","1","2023-06-06 16:45","DFW","KDFW",197
"UA","UAL","UA8592","UAL8592","8592","YYZ","CYYZ","1","2023-06-06 16:50","FRA","EDDF",460
"UA","UAL","UA8667","UAL8667","8667","YYZ","CYYZ","1","2023-06-06 16:50","YYT","CYYT",181
"QK","JZA","QK8359","JZA8359","8359","YYZ","CYYZ","1","2023-06-06 16:50","YQG","CYQG",64
"QK","JZA","QK8857","JZA8857","8857","YYZ","CYYZ","1","2023-06-06 16:50","BNA","KBNA",129
"QK","JZA","QK8925","JZA8925","8925","YYZ","CYYZ","1","2023-06-06 16:55","PIT","KPIT",66
"LH","DLH","LH6757","DLH6757","6757","YYZ","CYYZ","1","2023-06-06 17:00","YUL","CYUL",77
"WS","WJA","WS435","WJA435","435","YYZ","CYYZ","3","2023-06-06 17:00","YEG","CYEG",251
"AF","AFR","AF8266","AFR8266","8266","YYZ","CYYZ","3","2023-06-06 17:00","AMS","EHAM",425
"SK","SAS","SK948","SAS948","948","YYZ","CYYZ","1","2023-06-06 17:00","ARN","ESSA",480
"AC","ACA","AC460","ACA460","460","YYZ","CYYZ","1","2023-06-06 17:10","YOW","CYOW",63
"UA","UAL","UA8234","UAL8234","8234","YYZ","CYYZ","1","2023-06-06 17:10","LGA","KLGA",92
"WS","WJA","WS6359","WJA6359","6359","YYZ","CYYZ","3","2023-06-06 17:15","LGA","KLGA",100
"AV","AVA","AV627","AVA627","627","YYZ","CYYZ","1","2023-06-06 17:15","SAL","MSLP",305
"QF","QFA","QF4478","QFA4478","4478","YYZ","CYYZ","3","2023-06-06 17:28","DFW","KDFW",203
"LH","DLH","LH6791","DLH6791","6791","YYZ","CYYZ","1","2023-06-06 17:30","MUC","EDDM",495
"EY","ETD","EY3477","ETD3477","3477","YYZ","CYYZ","1","2023-06-06 17:30","YUL","CYUL",77
"NZ","ANZ","NZ9810","ANZ9810","9810","YYZ","CYYZ","1","2023-06-06 17:30","ORD","KORD",119
"AF","AFR","AF3025","AFR3025","3025","YYZ","CYYZ","3","2023-06-06 17:35","YWG","CYWG",158
"F8","FLE","F8678","FLE678","678","YYZ","CYYZ","3","2023-06-06 17:40","YYG","CYYG",130
"UA","UAL","UA3535","UAL3535","3535","YYZ","CYYZ","1","2023-06-06 17:40","EWR","KEWR",103
"UA","UAL","UA8138","UAL8138","8138","YYZ","CYYZ","1","2023-06-06 17:30","BOS","KBOS",91
"TP","TAP","TP260","TAP260","260","YYZ","CYYZ","1","2023-06-06 17:40","LIS","LPPT",425
"WS","WJA","WS6350","WJA6350","6350","YYZ","CYYZ","3","2023-06-06 17:45","DTW","KDTW",90
"AA","AAL","AA6114","AAL6114","6114","YYZ","CYYZ","3","2023-06-06 17:50","PHL","KPHL",93
"UA","UAL","UA8402","UAL8402","8402","YYZ","CYYZ","1","2023-06-06 17:50","VIE","LOWW",520
"EI","EIN","EI126","EIN126","126","YYZ","CYYZ","3","2023-06-06 17:50","DUB","EIDW",400
"WG","SWG","WG304","SWG304","304","YYZ","CYYZ","3","2023-06-06 17:50","SNU","MUSC",210
"LH","DLH","LH6618","DLH6618","6618","YYZ","CYYZ","1","2023-06-06 17:55","YWG","CYWG",160
"RV","ROU","RV1628","ROU1628","1628","YYZ","CYYZ","1","2023-06-06 17:55","FLL","KFLL",184
"KE","KAL","KE3621","KAL3621","3621","YYZ","CYYZ","3","2023-06-06 17:55","ATL","KATL",139
"AA","AAL","AA1572","AAL1572","1572","YYZ","CYYZ","3","2023-06-06 17:55","MIA","KMIA",200
"WS","WJA","WS252","WJA252","252","YYZ","CYYZ","3","2023-06-06 17:55","YHZ","CYHZ",125
"QK","JZA","QK8261","JZA8261","8261","YYZ","CYYZ","1","2023-06-06 18:00","YXU","CYXU",43
"AC","ACA","AC422","ACA422","422","YYZ","CYYZ","1","2023-06-06 18:00","YUL","CYUL",77
"AV","AVA","AV6966","AVA6966","6966","YYZ","CYYZ","1","2023-06-06 18:00","YQR","CYQR",199
