"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","duration"
"AC","ACA","AC139","ACA139","139","YYZ","CYYZ","1","2023-06-06 10:15","YYC","CYYC",258
"UA","UAL","UA8333","UAL8333","8333","YYZ","CYYZ","1","2023-06-06 10:00","YWG","CYWG",160
"QK","JZA","QK8771","JZA8771","8771","YYZ","CYYZ","1","2023-06-06 08:55","DTW","KDTW",67
"ET","ETH","ET553","ETH553","553","YYZ","CYYZ","1","2023-06-06 11:00","ADD","HAAB",780
"QF","QFA","QF3237","QFA3237","3237","YYZ","CYYZ","3","2023-06-06 10:26","JFK","KJFK",111
"AC","ACA","AC3098","ACA3098","3098","YYZ","CYYZ","1","2023-06-06 10:32","EWR","KEWR",103
"YX","RPA","YX4312","RPA4312","4312","YYZ","CYYZ","3","2023-06-06 10:59","LGA","KLGA",92
"EK","UAE","EK5771","UAE5771","5771","YYZ","CYYZ","1","2023-06-06 11:00","YUL","CYUL",77
"WS","WJA","WS657","WJA657","657","YYZ","CYYZ","3","2023-06-06 11:00","YYC","CYYC",254
"UA","UAL","UA5490","UAL5490","5490","YYZ","CYYZ","1","2023-06-06 11:00","ORD","KORD",119
"DL","DAL","DL7091","DAL7091","7091","YYZ","CYYZ","3","2023-06-06 11:00","LAX","KLAX",309
"UA","UAL","UA6632","UAL6632","6632","YYZ","CYYZ","1","2023-06-06 11:00","JFK","KJFK",96
"AA","AAL","AA6110","AAL6110","6110","YYZ","CYYZ","3","2023-06-06 11:01","PHL","KPHL",93
"MS","MSR","MS9639","MSR9639","9639","YYZ","CYYZ","1","2023-06-06 11:05","YEG","CYEG",255
"VS","VIR","VS4724","VIR4724","4724","YYZ","CYYZ","3","2023-06-06 11:10","JFK","KJFK",101
"AC","ACA","AC1818","ACA1818","1818","YYZ","CYYZ","1","2023-06-06 11:20","BDA","TXKF",165
"WS","WJA","WS6347","WJA6347","6347","YYZ","CYYZ","3","2023-06-06 11:29","ATL","KATL",135
"QK","JZA","QK8876","JZA8876","8876","YYZ","CYYZ","1","2023-06-06 11:30","EWR","KEWR",90
"ZW","AWI","ZW6255","AWI6255","6255","YYZ","CYYZ","3","2023-06-06 11:35","ORD","KORD",113
"TS","TSC","TS2844","TSC2844","2844","YYZ","CYYZ","3","2023-06-06 11:45","POP","MDPP",240
"WS","WJA","WS9102","WJA9102","9102","YYZ","CYYZ",NA,"2023-06-06 11:50","MIA","KMIA",192
"UA","UAL","UA8680","UAL8680","8680","YYZ","CYYZ","1","2023-06-06 11:55","LGA","KLGA",87
"MS","MSR","MS9606","MSR9606","9606","YYZ","CYYZ","1","2023-06-06 12:00","YUL","CYUL",77
"UA","UAL","UA8136","UAL8136","8136","YYZ","CYYZ","1","2023-06-06 12:00","BNA","KBNA",129
"9E","EDV","9E4947","EDV4947","4947","YYZ","CYYZ","3","2023-06-06 12:00","LGA","KLGA",94
"OH","JIA","OH5020","JIA5020","5020","YYZ","CYYZ","3","2023-06-06 12:00","CLT","KCLT",122
"QF","QFA","QF3355","QFA3355","3355","YYZ","CYYZ","3","2023-06-06 12:00","YVR","CYVR",307
"EK","UAE","EK4693","UAE4693","4693","YYZ","CYYZ","3","2023-06-06 12:00","YWG","CYWG",155
"AC","ACA","AC1802","ACA1802","1802","YYZ","CYYZ","1","2023-06-06 08:35","KIN","MKJP",240
"AZ","ITY","AZ5844","ITY5844","5844","YYZ","CYYZ","3","2023-06-06 12:02","DTW","KDTW",80
"EK","UAE","EK5755","UAE5755","5755","YYZ","CYYZ","1","2023-06-06 12:10","YOW","CYOW",63
"DL","DAL","DL7239","DAL7239","7239","YYZ","CYYZ","3","2023-06-06 12:15","YEG","CYEG",250
"AC","ACA","AC1644","ACA1644","1644","YYZ","CYYZ","1","2023-06-06 09:50","MIA","KMIA",190
"AI","AIC","AI188","AIC188","188","YYZ","CYYZ","1","2023-06-06 12:15","DEL","VIDP",820
"AC","ACA","AC263","ACA263","263","YYZ","CYYZ","1","2023-06-06 12:20","YWG","CYWG",160
"UA","UAL","UA8645","UAL8645","8645","YYZ","CYYZ","1","2023-06-06 12:15","BOS","KBOS",91
"VS","VIR","VS3537","VIR3537","3537","YYZ","CYYZ","3","2023-06-06 12:25","MSP","KMSP",130
"UA","UAL","UA8694","UAL8694","8694","YYZ","CYYZ","1","2023-06-06 12:30","ORD","KORD",110
"AC","ACA","AC8836","ACA8836","8836","YYZ","CYYZ","1","2023-06-06 12:35","RDU","KRDU",105
"F8","FLE","F8621","FLE621","621","YYZ","CYYZ","3","2023-06-06 12:35","YYC","CYYC",255
"F8","FLE","F8637","FLE637","637","YYZ","CYYZ","3","2023-06-06 12:35","YEG","CYEG",255
"EK","UAE","EK5783","UAE5783","5783","YYZ","CYYZ","1","2023-06-06 12:35","YYT","CYYT",181
"KE","KAL","KE74","KAL74","74","YYZ","CYYZ","3","2023-06-06 12:40","ICN","RKSI",880
"UA","UAL","UA3649","UAL3649","3649","YYZ","CYYZ","1","2023-06-06 12:45","EWR","KEWR",105
"MS","MSR","MS996","MSR996","996","YYZ","CYYZ","1","2023-06-06 12:45","CAI","HECA",630
"AA","AAL","AA5665","AAL5665","5665","YYZ","CYYZ","3","2023-06-06 12:47","DCA","KDCA",101
"UA","UAL","UA8132","UAL8132","8132","YYZ","CYYZ","1","2023-06-06 12:50","ATL","KATL",128
"OS","AUA","OS8211","AUA8211","8211","YYZ","CYYZ","1","2023-06-06 12:50","YEG","CYEG",255
"AC","ACA","AC9","ACA9","9","YYZ","CYYZ","1","2023-06-06 12:55","NRT","RJAA",795
"YX","RPA","YX4382","RPA4382","4382","YYZ","CYYZ","3","2023-06-06 12:57","LGA","KLGA",92
"PD","POE","PD307","POE307","307","YYZ","CYYZ","3","2023-06-06 13:00","YVR","CYVR",306
"TS","TSC","TS954","TSC954","954","YYZ","CYYZ","3","2023-06-06 13:00","HOG","MUHG",230
"TS","TSC","TS7957","TSC7957","7957","YYZ","CYYZ","3","2023-06-06 13:05","YYC","CYYC",254
"AC","ACA","AC113","ACA113","113","YYZ","CYYZ","1","2023-06-06 13:05","YVR","CYVR",310
"PD","POE","PD207","POE207","207","YYZ","CYYZ","3","2023-06-06 13:10","YHZ","CYHZ",125
"WS","WJA","WS6343","WJA6343","6343","YYZ","CYYZ","3","2023-06-06 13:10","ATL","KATL",135
"AC","ACA","AC452","ACA452","452","YYZ","CYYZ","1","2023-06-06 13:10","YOW","CYOW",63
"AU","CJL","AU502","CJL502","502","YYZ","CYYZ","3","2023-06-06 13:15","CUN","MMUN",233
"AS","ASA","AS4022","ASA4022","4022","YYZ","CYYZ","3","2023-06-06 13:15","ORD","KORD",122
"TS","TSC","TS7945","TSC7945","7945","YYZ","CYYZ","3","2023-06-06 13:15","YEG","CYEG",250
"QK","JZA","QK8731","JZA8731","8731","YYZ","CYYZ","1","2023-06-06 13:20","CLE","KCLE",62
"TS","TSC","TS7973","TSC7973","7973","YYZ","CYYZ","3","2023-06-06 13:20","YOW","CYOW",63
"AC","ACA","AC1","ACA1","1","YYZ","CYYZ","1","2023-06-06 13:25","HND","RJTT",795
"AS","ASA","AS4214","ASA4214","4214","YYZ","CYYZ","3","2023-06-06 13:27","DFW","KDFW",208
"AC","ACA","AC712","ACA712","712","YYZ","CYYZ","1","2023-06-06 13:30","LGA","KLGA",92
"AC","ACA","AC7800","ACA7800","7800","YYZ","CYYZ","1","2023-06-06 13:30","YUL","CYUL",70
"WO","WSW","WO311","WSW311","311","YYZ","CYYZ","3","2023-06-06 13:30","YXX","CYXX",295
"VS","VIR","VS8092","VIR8092","8092","YYZ","CYYZ","3","2023-06-06 13:35","YYC","CYYC",254
"F8","FLE","F8645","FLE645","645","YYZ","CYYZ","3","2023-06-06 13:35","YWG","CYWG",160
"F8","FLE","F8663","FLE663","663","YYZ","CYYZ","3","2023-06-06 13:40","YXX","CYXX",315
"WO","WSW","WO744","WSW744","744","YYZ","CYYZ","3","2023-06-06 13:45","LAS","KLAS",280
"AC","ACA","AC1933","ACA1933","1933","YYZ","CYYZ","1","2023-06-06 13:50","YXE","CYXE",215
"AC","ACA","AC8305","ACA8305","8305","YYZ","CYYZ","1","2023-06-06 13:55","YQT","CYQT",107
"PD","POE","PD2295","POE2295","2295","YYZ","CYYZ","3","2023-06-06 13:55","YUL","CYUL",76
"AC","ACA","AC1812","ACA1812","1812","YYZ","CYYZ","1","2023-06-06 13:55","CUN","MMUN",235
"UA","UAL","UA8307","UAL8307","8307","YYZ","CYYZ","1","2023-06-06 14:00","ORD","KORD",110
"UA","UAL","UA8387","UAL8387","8387","YYZ","CYYZ","1","2023-06-06 14:00","MSP","KMSP",130
"SK","SAS","SK3804","SAS3804","3804","YYZ","CYYZ","1","2023-06-06 14:00","EWR","KEWR",90
"AC","ACA","AC61","ACA61","61","YYZ","CYYZ","1","2023-06-06 14:00","ICN","RKSI",870
"AC","ACA","AC115","ACA115","115","YYZ","CYYZ","1","2023-06-06 14:00","YVR","CYVR",311
"OS","AUA","OS8332","AUA8332","8332","YYZ","CYYZ","1","2023-06-06 14:00","YUL","CYUL",77
"AC","ACA","AC8618","ACA8618","8618","YYZ","CYYZ","1","2023-06-06 14:00","IAD","KIAD",85
"OS","AUA","OS8307","AUA8307","8307","YYZ","CYYZ","1","2023-06-06 14:00","PHL","KPHL",87
"AC","ACA","AC8201","ACA8201","8201","YYZ","CYYZ","1","2023-06-06 14:00","YAM","CYAM",82
"AC","ACA","AC8237","ACA8237","8237","YYZ","CYYZ","1","2023-06-06 14:00","YSB","CYSB",60
"AC","ACA","AC8895","ACA8895","8895","YYZ","CYYZ","1","2023-06-06 14:00","IND","KIND",92
"UA","UAL","UA8500","UAL8500","8500","YYZ","CYYZ","1","2023-06-06 14:00","YHZ","CYHZ",125
"KE","KAL","KE6557","KAL6557","6557","YYZ","CYYZ","3","2023-06-06 14:05","YYT","CYYT",178
"UA","UAL","UA8178","UAL8178","8178","YYZ","CYYZ","1","2023-06-06 14:05","DTW","KDTW",67
"UA","UAL","UA8599","UAL8599","8599","YYZ","CYYZ","1","2023-06-06 14:15","CVG","KCVG",90
"AC","ACA","AC8753","ACA8753","8753","YYZ","CYYZ","1","2023-06-06 14:15","CMH","KCMH",78
"WS","WJA","WS429","WJA429","429","YYZ","CYYZ","3","2023-06-06 14:15","YEG","CYEG",251
"UA","UAL","UA8140","UAL8140","8140","YYZ","CYYZ","1","2023-06-06 14:15","BWI","KBWI",83
"AC","ACA","AC8357","ACA8357","8357","YYZ","CYYZ","1","2023-06-06 14:15","YQG","CYQG",64
"EK","UAE","EK5761","UAE5761","5761","YYZ","CYYZ","1","2023-06-06 14:25","YQR","CYQR",199
"RV","ROU","RV1542","ROU1542","1542","YYZ","CYYZ","1","2023-06-06 14:25","YYG","CYYG",122
"AC","ACA","AC714","ACA714","714","YYZ","CYYZ","1","2023-06-06 14:30","LGA","KLGA",92
"AF","AFR","AF6880","AFR6880","6880","YYZ","CYYZ","3","2023-06-06 14:30","JFK","KJFK",111
"DL","DAL","DL7154","DAL7154","7154","YYZ","CYYZ","3","2023-06-06 14:30","YWG","CYWG",155
"EK","UAE","EK5769","UAE5769","5769","YYZ","CYYZ","1","2023-06-06 14:30","YTS","CYTS",87
"TS","TSC","TS948","TSC948","948","YYZ","CYYZ","3","2023-06-06 14:30","FLL","KFLL",205
"EK","UAE","EK242","UAE242","242","YYZ","CYYZ","1","2023-06-06 14:30","DXB","OMDB",765
"WO","WSW","WO646","WSW646","646","YYZ","CYYZ","3","2023-06-06 14:40","KIN","MKJP",254
"AC","ACA","AC145","ACA145","145","YYZ","CYYZ","1","2023-06-06 14:40","YYC","CYYC",258
"UA","UAL","UA6183","UAL6183","6183","YYZ","CYYZ","1","2023-06-06 14:45","IAD","KIAD",91
"UA","UAL","UA3651","UAL3651","3651","YYZ","CYYZ","1","2023-06-06 14:45","EWR","KEWR",105
"LH","DLH","LH6718","DLH6718","6718","YYZ","CYYZ","1","2023-06-06 14:50","YWG","CYWG",160
"DL","DAL","DL5010","DAL5010","5010","YYZ","CYYZ","3","2023-06-06 14:50","LGA","KLGA",98
"DL","DAL","DL6987","DAL6987","6987","YYZ","CYYZ","3","2023-06-06 15:00","YVR","CYVR",307
"UA","UAL","UA1423","UAL1423","1423","YYZ","CYYZ","1","2023-06-06 15:00","ORD","KORD",115
"AC","ACA","AC416","ACA416","416","YYZ","CYYZ","1","2023-06-06 15:00","YUL","CYUL",77
"WS","WJA","WS665","WJA665","665","YYZ","CYYZ","3","2023-06-06 15:00","YYC","CYYC",254
"OS","AUA","OS8329","AUA8329","8329","YYZ","CYYZ","1","2023-06-06 15:10","YOW","CYOW",63
"AC","ACA","AC8696","ACA8696","8696","YYZ","CYYZ","1","2023-06-06 14:50","BOS","KBOS",96
"QR","QTR","QR9069","QTR9069","9069","YYZ","CYYZ","3","2023-06-06 15:14","ORD","KORD",113
"AC","ACA","AC1502","ACA1502","1502","YYZ","CYYZ","1","2023-06-06 15:15","YQM","CYQM",112
"DL","DAL","DL7127","DAL7127","7127","YYZ","CYYZ","3","2023-06-06 15:25","YUL","CYUL",70
"BA","BAW","BA1746","BAW1746","1746","YYZ","CYYZ","3","2023-06-06 15:29","LGA","KLGA",92
"DL","DAL","DL7080","DAL7080","7080","YYZ","CYYZ","3","2023-06-06 15:30","YHZ","CYHZ",125
"AA","AAL","AA6112","AAL6112","6112","YYZ","CYYZ","3","2023-06-06 15:35","PHL","KPHL",93
"WG","SWG","WG640","SWG640","640","YYZ","CYYZ","3","2023-06-06 15:40","HOG","MUHG",225
"AC","ACA","AC5948","ACA5948","5948","YYZ","CYYZ","1","2023-06-06 15:45","EWR","KEWR",103
"WS","WJA","WS1428","WJA1428","1428","YYZ","CYYZ","3","2023-06-06 15:45","BNA","KBNA",118
"RV","ROU","RV1526","ROU1526","1526","YYZ","CYYZ","1","2023-06-06 14:35","YFC","CYFC",105
"RV","ROU","RV1952","ROU1952","1952","YYZ","CYYZ","1","2023-06-06 15:50","YQB","CYQB",83
"WS","WJA","WS368","WJA368","368","YYZ","CYYZ","3","2023-06-06 15:50","YOW","CYOW",55
"OS","AUA","OS8315","AUA8315","8315","YYZ","CYYZ","1","2023-06-06 15:55","LAX","KLAX",329
"UA","UAL","UA6231","UAL6231","6231","YYZ","CYYZ","1","2023-06-06 15:55","IAH","KIAH",213
"AA","AAL","AA5140","AAL5140","5140","YYZ","CYYZ","3","2023-06-06 15:59","CLT","KCLT",122
"EK","UAE","EK4695","UAE4695","4695","YYZ","CYYZ","3","2023-06-06 16:00","YXE","CYXE",213
"AC","ACA","AC418","ACA418","418","YYZ","CYYZ","1","2023-06-06 16:00","YUL","CYUL",77
NA,"EJM",NA,"EJM14","14","YYZ","CYYZ",NA,"2023-06-06 16:00","TEB","KTEB",NA
"QK","JZA","QK8911","JZA8911","8911","YYZ","CYYZ","1","2023-06-06 16:00","ORD","KORD",110
"QK","JZA","QK8994","JZA8994","8994","YYZ","CYYZ","1","2023-06-06 16:00","LGA","KLGA",87
"LH","DLH","LH6498","DLH6498","6498","YYZ","CYYZ","1","2023-06-06 16:05","YXU","CYXU",42
"QK","JZA","QK8307","JZA8307","8307","YYZ","CYYZ","1","2023-06-06 16:05","YQT","CYQT",127
"AC","ACA","AC8973","ACA8973","8973","YYZ","CYYZ","1","2023-06-06 16:05","STL","KSTL",111
"TP","TAP","TP8010","TAP8010","8010","YYZ","CYYZ","1","2023-06-06 16:10","YHZ","CYHZ",121
"AC","ACA","AC80","ACA80","80","YYZ","CYYZ","1","2023-06-06 16:10","TLV","LLBG",655
"TP","TAP","TP8049","TAP8049","8049","YYZ","CYYZ","1","2023-06-06 16:10","YOW","CYOW",63
"TP","TAP","TP8252","TAP8252","8252","YYZ","CYYZ","1","2023-06-06 16:10","YYC","CYYC",258
"AC","ACA","AC119","ACA119","119","YYZ","CYYZ","1","2023-06-06 16:15","YVR","CYVR",300
"AC","ACA","AC4888","ACA4888","4888","YYZ","CYYZ","1","2023-06-06 16:18","DEN","KDEN",221
"RV","ROU","RV1674","ROU1674","1674","YYZ","CYYZ","1","2023-06-06 16:25","MCO","KMCO",165
"AC","ACA","AC488","ACA488","488","YYZ","CYYZ","1","2023-06-06 16:30","YUL","CYUL",76
"UA","UAL","UA8272","UAL8272","8272","YYZ","CYYZ","1","2023-06-06 16:30","SFO","KSFO",338
"UA","UAL","UA8522","UAL8522","8522","YYZ","CYYZ","1","2023-06-06 16:30","ATL","KATL",130
"VS","VIR","VS8096","VIR8096","8096","YYZ","CYYZ","3","2023-06-06 16:30","YYC","CYYC",240
"SK","SAS","SK3888","SAS3888","3888","YYZ","CYYZ","1","2023-06-06 16:30","EWR","KEWR",90
"QK","JZA","QK7739","JZA7739","7739","YYZ","CYYZ","1","2023-06-06 16:30","YYB","CYYB",57
"AC","ACA","AC8782","ACA8782","8782","YYZ","CYYZ","1","2023-06-06 16:30","DCA","KDCA",91
"WG","SWG","WG682","SWG682","682","YYZ","CYYZ","3","2023-06-06 16:30","VRA","MUVR",205
"TP","TAP","TP8005","TAP8005","8005","YYZ","CYYZ","1","2023-06-06 16:40","YEG","CYEG",255
"AF","AFR","AF7917","AFR7917","7917","YYZ","CYYZ","3","2023-06-06 16:44","JFK","KJFK",105
"UA","UAL","UA8169","UAL8169","8169","YYZ","CYYZ","1","2023-06-06 16:45","DFW","KDFW",197
"WG","SWG","WG410","SWG410","410","YYZ","CYYZ","3","2023-06-06 16:45","POP","MDPP",240
"OS","AUA","OS8202","AUA8202","8202","YYZ","CYYZ","1","2023-06-06 16:50","FRA","EDDF",460
"LH","DLH","LH6660","DLH6660","6660","YYZ","CYYZ","1","2023-06-06 16:50","YYT","CYYT",181
"UA","UAL","UA8196","UAL8196","8196","YYZ","CYYZ","1","2023-06-06 16:50","BNA","KBNA",129
"LH","DLH","LH6496","DLH6496","6496","YYZ","CYYZ","1","2023-06-06 16:50","YQG","CYQG",64
"UA","UAL","UA8262","UAL8262","8262","YYZ","CYYZ","1","2023-06-06 16:55","PIT","KPIT",66
"DL","DAL","DL6899","DAL6899","6899","YYZ","CYYZ","3","2023-06-06 17:00","YEG","CYEG",251
"AV","AVA","AV6916","AVA6916","6916","YYZ","CYYZ","1","2023-06-06 17:00","YUL","CYUL",77
"SK","SAS","SK948","SAS948","948","YYZ","CYYZ","1","2023-06-06 17:00","ARN","ESSA",480
"KL","KLM","KL692","KLM692","692","YYZ","CYYZ","3","2023-06-06 17:00","AMS","EHAM",425
"AV","AVA","AV6914","AVA6914","6914","YYZ","CYYZ","1","2023-06-06 17:10","YOW","CYOW",63
"AC","ACA","AC720","ACA720","720","YYZ","CYYZ","1","2023-06-06 17:10","LGA","KLGA",92
"WS","WJA","WS6359","WJA6359","6359","YYZ","CYYZ","3","2023-06-06 17:15","LGA","KLGA",100
"AC","ACA","AC6162","ACA6162","6162","YYZ","CYYZ","1","2023-06-06 17:15","SAL","MSLP",305
"QF","QFA","QF4478","QFA4478","4478","YYZ","CYYZ","3","2023-06-06 17:28","DFW","KDFW",203
"A3","AEE","A33064","AEE3064","3064","YYZ","CYYZ","1","2023-06-06 17:30","MUC","EDDM",495
"AV","AVA","AV6918","AVA6918","6918","YYZ","CYYZ","1","2023-06-06 17:30","YUL","CYUL",77
"NZ","ANZ","NZ9810","ANZ9810","9810","YYZ","CYYZ","1","2023-06-06 17:30","ORD","KORD",119
"DL","DAL","DL6965","DAL6965","6965","YYZ","CYYZ","3","2023-06-06 17:35","YWG","CYWG",158
"AC","ACA","AC770","ACA770","770","YYZ","CYYZ","1","2023-06-06 17:30","BOS","KBOS",91
